Accession,T40,T43,T46,T49,T52,T55,T58,T61,T64,T67,RSD
IPI00301082.1,0.9999,0.9657,0.8808,0.7299,0.5692,0.3665,0.263,0.196,0.1828,0.122,0
IPI00301100.3,0.9999,0.4246,0.4346,0.3541,0.7558,0.8517,0.2276,0.2625,0.2733,0.145,0
IPI00301395.4,0.9999,0.5355,0.6426,0.5063,0.5981,0.4335,0.2885,0.2182,0.1684,0.1061,0
IPI00301583.3,0.9999,0.8991,0.9658,0.8708,0.6648,0.4355,0.3899,0.3404,0.453,0.376,0
IPI00301610.9,0.9999,0.8915,0.9723,0.8593,0.5959,0.5079,0.3394,0.2885,0.2519,0.1985,0
IPI00301631.5,0.9999,1.0745,0.8346,0.5422,0.4399,0.2373,0.1161,0.1774,0.1059,0.1169,0
IPI00301689.7,0.9999,0.9051,0.9093,0.7174,0.6023,0.3723,0.2295,0.2111,0.1619,0.1044,0
IPI00302028.1,0.9999,1.0528,0.963,0.9116,0.82,0.7629,0.5191,0.3495,0.2678,0.1504,0
IPI00302149.2,0.9999,0.7663,0.6768,0.8246,0.5882,0.428,0.3513,0.4063,0.185,0.2343,0
IPI00302238.3,0.9999,1.0606,0.9107,0.6802,0.5403,0.3084,0.2225,0.1758,0.1672,0.1355,0
IPI00302453.4,0.9999,0.9711,0.9514,0.8158,0.5742,0.3106,0.1825,0.1134,0.1563,0.0735,0
IPI00302839.2,0.9999,0,0.552,0,2.9899,1.3866,0.0796,0,0.2237,0.0509,0
IPI00303160.4,0.9999,0.9167,0.6411,0.5105,0.4009,0.342,0.2591,0.1732,0.1765,0.1566,0
IPI00303253.6,0.9999,0.9338,0.9743,0.8998,0.9445,0.7427,0.7107,0.5106,0.5275,0.3619,0
IPI00303423.8,0.9999,0.7836,0.3378,0.2584,0.1915,0.0924,0.0756,0.0634,0.071,0.0582,0
IPI00303458.3,0.9999,0.9678,0.9731,0.8747,0.7398,0.4458,0.2473,0.1633,0.1101,0.0736,0
IPI00303797.3,0.9999,0.9554,0.8374,0.5349,0.3772,0.2207,0.1634,0.1516,0.142,0.1117,0
IPI00303812.7,0.9999,1.0747,0.9771,0.919,0.8941,0.7487,0.6284,0.5984,0.5258,0.3641,0
IPI00303868.1,0.9999,0.8069,0.7678,0.7171,0.6757,0.3504,0.194,0.1336,0.112,0.0972,0
IPI00304086.4,0.9999,1.2388,0.894,0.7798,0.8029,0.6527,0.409,0.3719,0.3412,0.307,0
IPI00304288.1,0.9999,1.1186,0.9024,0.8903,0.8293,0.7531,0.5879,0.5001,0.528,0.3952,0
IPI00304442.4,0.9999,0.6242,0.404,0.2337,0.1811,0.0992,0.0621,0.0552,0.0489,0.0406,0
IPI00304493.5,0.9999,1.3833,1.1971,0.9261,0.717,0.3572,0.421,0.4957,0.4365,0.3239,0
IPI00304648.4,0.9999,0.9134,0.8662,0.6862,0.5536,0.2993,0.1774,0.1599,0.1564,0.1192,0
IPI00304664.4,0.9999,0.9729,1.0434,0.9383,0.8648,0.8234,0.5883,0.6204,0.4706,0.3861,0
IPI00304817.7,0.9999,0.9238,0.989,0.6778,0.3514,0.169,0.0968,0.0777,0.0766,0.0647,0
IPI00305064.1,0.9999,0.8897,0.8651,0.8323,0.9318,0.7339,0.5342,0.3757,0.4233,0.3999,0
IPI00305283.1,0.9999,1.0946,1.02,0.8958,0.8878,0.8507,0.6718,0.4935,0.3946,0.1888,0
IPI00305380.3,0.9999,0.9563,1.0182,1.1123,0.8737,0.621,0.2986,0.1999,0.1377,0.1123,0
IPI00305490.4,0.9999,1.0531,0.6621,0.4216,0.3295,0.2042,0.1538,0.1776,0.1618,0.1222,0
IPI00305551.3,0.9999,0.7306,0.8156,0.6169,0.5498,0.4213,0.176,0.1801,0.151,0.1339,0
IPI00305945.2,0.9999,0.953,0.7259,0.3374,0.2656,0.1557,0.091,0.0928,0.0749,0.0625,0
IPI00305986.4,0.9999,0.9802,0.9813,0.8985,0.7332,0.4071,0.1839,0.1063,0.0942,0.0672,0
IPI00306229.3,0.9999,0.9671,0.8876,0.6752,0.522,0.3208,0.1933,0.2257,0.1583,0.124,0
IPI00306299.4,0.9999,1.0127,1.1264,0.9424,0.7438,0.588,0.5119,0.499,0.4864,0.4358,0
IPI00306343.5,0.9999,0.9889,0.6254,0.3697,0.448,0.0994,0.1369,0.0793,0.0951,0.0836,0
IPI00306382.2,0.9999,1.4539,1.5912,1.5577,1.8126,0.9053,0.7654,0.641,0.4999,0.5655,0
IPI00306543.4,0.9999,1.0209,0.9554,0.8519,0.8389,0.6228,0.4104,0.4038,0.3628,0.2186,0
IPI00306719.7,0.9999,1.0483,0.9947,0.9116,0.3454,0.0951,0.0564,0.0477,0.0458,0.0431,0
IPI00306934.4,0.9999,1.0315,0.9035,0.8544,0.7453,0.4625,0.2663,0.1788,0.1633,0.1108,0
IPI00307659.2,0.9999,0.9163,0.7622,0.6537,0.4694,0.2792,0.2108,0.1606,0.1459,0.1164,0
IPI00307760.7,0.9999,1.2019,1.3566,1.4214,1.292,1.0735,0.9937,1.0334,0.9785,0.7888,0
IPI00328309.1,0.9999,0.9469,0.8946,0.695,0.5839,0.3593,0.1929,0.1515,0.1224,0.0927,0
IPI00328342.6,0.9999,0.9782,0.8672,0.9,0.8748,0.7378,0.5482,0.5025,0.4042,0.2739,0
IPI00328571.1,0.9999,0.9838,0.943,0.9237,0.8211,0.7243,0.4451,0.4462,0.3925,0.2608,0
IPI00328580.2,0.9999,0.9823,0.8773,0.799,0.5879,0.3256,0.1341,0.1061,0.0783,0.0553,0
IPI00328603.2,0.9999,0.9647,0.9662,0.7195,0.4411,0.1483,0.1121,0.096,0.0799,0.066,0
IPI00328616.3,0.9999,1.393,1.7591,2.1123,1.8678,1.5806,0.9424,1.0823,0.8334,0.7413,0
IPI00328680.2,0.9999,1.3416,1.0054,1.1205,0.9709,0.7668,0.6634,0.6988,0.428,0.415,0
IPI00328688.3,0.9999,1.4863,0.8342,0.3752,0.4435,0.1033,0.1475,0.1078,0.1718,0.0725,0
IPI00328702.2,0.9999,0.9065,0.728,0.5731,0.3998,0.2242,0.1683,0.1201,0.138,0.1264,0
IPI00328715.4,0.9999,1.0242,0.964,0.9919,0.8991,0.8324,0.6529,0.6386,0.5643,0.4493,0
IPI00328835.1,0.9999,1.0684,0.9908,0.9496,0.8273,0.6151,0.1836,0.1645,0.1009,0.0948,0
IPI00328867.6,0.9999,0.8662,0.7676,0.7953,0.6724,0.5855,0.2536,0.1787,0.1557,0.1703,0
IPI00329070.1,0.9999,0.9831,0.8814,0.5799,0.3691,0.2049,0.0938,0.0963,0.1478,0.0599,0
IPI00329213.2,0.9999,0.9212,1.0352,1.0341,0.8986,0.5375,0.3555,0.263,0.2382,0.2299,0
IPI00329275.7,0.9999,1.3231,0.9644,0.8424,0.3671,0.0351,0.0213,0.0427,0.0315,0.0255,0
IPI00329360.2,0.9999,0.8699,0.847,0.7674,0.5691,0.4282,0.2665,0.2504,0.1698,0.1151,0
IPI00329526.3,0.9999,1.0434,0.7774,0.5323,0.3812,0.1529,0.114,0.0982,0.0721,0.0684,0
IPI00329596.2,0.9999,0.9518,0.9691,0.794,0.825,0.5536,0.1993,0.2055,0.2111,0.0854,0
IPI00329626.3,0.9999,1.1039,0.9071,0.686,0.5161,0.2063,0.084,0.0623,0.0534,0.0413,0
IPI00329723.5,0.9999,0.8932,0.5891,0.2992,0.1701,0.0871,0.0539,0.0602,0.0361,0.0324,0
IPI00329756.2,0.9999,1.0101,0.9435,0.483,0.2035,0.0838,0.0513,0.0495,0.0434,0.029,0
IPI00332451.3,0.9999,0.9614,0.928,0.8112,0.625,0.4376,0.2731,0.2662,0.1937,0.1461,0
IPI00332692.1,0.9999,0.7591,0.6975,0.7762,0.5195,0.4752,0.2558,0.3943,0.1517,0.1451,0
IPI00332991.1,0.9999,0.9164,0.8,0.6584,0.5937,0.4224,0.2842,0.247,0.2865,0.2317,0
IPI00333014.3,0.9999,0.863,0.6911,0.5229,0.4944,0.4112,0.3717,0.3806,0.3485,0.2638,0
IPI00333568.1,0.9999,1.0824,1.1007,1.0589,0.9202,0.7789,0.7894,0.7516,0.6277,0.4331,0
IPI00333693.3,0.9999,1.0651,0.7379,0.542,0.3875,0.3098,0.2096,0.2624,0.2112,0.4813,0
IPI00334126.1,0.9999,0.9639,0.8691,0.6875,0.561,0.2963,0.1615,0.1396,0.1036,0.0899,0
IPI00334190.4,0.9999,1.0383,0.7705,0.5114,0.4127,0.2265,0.1285,0.1346,0.0921,0.139,0
IPI00334453.1,0.9999,1.509,1.798,0.9184,1.4694,0.7864,0.7308,0.7238,0.983,0.9446,0
IPI00334579.2,0.9999,1.5062,1.5317,1.1431,0.8927,0.3942,0.2279,0.1756,0.1471,0.1283,0
IPI00334846.4,0.9999,0.8299,0.4441,0.3487,0.2366,0.1348,0.0775,0.0687,0.0218,0.022,0
IPI00335343.6,0.9999,1.0216,1.0424,0.9791,0.8478,0.6035,0.4179,0.2988,0.2086,0.1268,0
IPI00335589.5,0.9999,1.0208,1.0689,0.9441,0.8652,0.4595,0.2194,0.1767,0.1494,0.1318,0
IPI00336119.4,0.9999,0.9077,0.693,0.4952,0.6097,0.4666,0.215,0.1923,0.2211,0.2065,0
IPI00337608.1,0.9999,0.8214,0.9134,0.8993,0.783,0.6058,0.3225,0.351,0.2438,0.1248,0
IPI00337800.3,0.9999,0.3652,1.007,0.311,2.3478,1.6143,0.368,0.1885,0.3095,0.1718,0
IPI00374290.5,0.9999,1.1378,0.8763,0.6735,0.4922,0.3993,0.3877,0.3225,0.3495,0.2034,0
IPI00375127.4,0.9999,0.9896,0.9263,1.0176,0.797,0.6267,0.4861,0.5573,0.3927,0.3522,0
IPI00375552.3,0.9999,0.9933,0.9258,0.9341,0.8718,0.7356,0.5159,0.5158,0.4559,0.3808,0
IPI00375652.5,0.9999,1.1179,0.9233,0.9466,0.7853,0.4475,0.2332,0.1459,0.1283,0.1084,0
IPI00375766.5,0.9999,1.0477,1.1654,0.9896,0.9031,0.5719,0.1313,0.1157,0.0768,0.0549,0
IPI00375915.5,0.9999,1.0305,0.9801,0.8665,0.7691,0.6262,0.4019,0.3213,0.2771,0.1855,0
IPI00376196.2,0.9999,0.9511,0.9079,0.8201,0.707,0.6238,0.5559,0.4954,0.4956,0.3777,0
IPI00376228.2,0.9999,0.939,0.8186,0.7215,0.5607,0.2288,0.1312,0.1018,0.126,0.0886,0
IPI00376344.3,0.9999,1.0531,1.0469,0.9207,0.2839,0.1139,0.048,0.0523,0.0314,0.0408,0
IPI00376394.4,0.9999,0.6718,0.7038,0.5816,0.4925,0.5122,0.0708,0.3051,0.0844,0.112,0
IPI00376787.4,0.9999,0.9305,0.7281,0.4683,0.3384,0.1893,0.1096,0.097,0.0913,0.0734,0
IPI00376888.9,0.9999,1.0034,0.9063,0.7975,0.6631,0.4683,0.3781,0.3243,0.2678,0.2044,0
IPI00377116.1,0.9999,0.5648,1.1585,0.4168,0.7268,0.2256,0.0874,0.1027,0.0847,0.0677,0
IPI00382740.8,0.9999,0.9357,0.7608,0.5713,0.3746,0.239,0.2157,0.114,0.0844,0.0936,0
IPI00382804.1,0.9999,0.8814,0.7843,0.4677,0.3303,0.1447,0.0852,0.1022,0.0537,0.0601,0
IPI00382926.2,0.9999,0.8475,0.7653,0.7576,0.7704,0.6396,0.3213,0.3608,0.2483,0.2391,0
IPI00383044.1,0.9999,0.9849,0.879,0.7704,0.6495,0.3966,0.1013,0.0705,0.0653,0.064,0
IPI00383108.3,0.9999,0.6014,0.4878,0.2854,0.2411,0.2938,0,0.0804,0.0588,0.04,0
IPI00383180.1,0.9999,0.8364,0.6041,0.3156,0.3884,0.3962,0.1052,0.0896,0.1158,0.0958,0
IPI00383458.2,0.9999,0.327,0.2459,0.212,0.473,0.2796,0.0642,0.0142,0.0175,0.0412,0
IPI00383762.4,0.9999,1.1109,0.9658,1.0153,0.9361,0.8614,0.766,0.7906,0.846,0.6005,0
IPI00384149.1,0.9999,0.8817,0.4708,0.8219,0.7441,0.5035,0.2715,0.2947,0.0833,0.1153,0
IPI00384182.1,0.9999,0.9053,0.9,0.9518,1.0099,0.7595,0.6297,0.6116,0.6672,0.3629,0
IPI00384264.2,0.9999,0.9028,0.9901,0.9284,0.8004,0.4761,0.3839,0.2901,0.3212,0.2767,0
IPI00384280.5,0.9999,1.1276,0.8135,0.6982,0.5661,0.2263,0.1852,0.1648,0.1209,0.0684,0
IPI00384597.1,0.9999,0.981,0.9359,0.7488,0.6497,0.4072,0.3832,0.3317,0.3116,0.2296,0
IPI00384972.3,0.9999,1.0723,0.8913,0.7034,0.526,0.3888,0.3262,0.3682,0.3035,0.2307,0
IPI00385055.6,0.9999,1.0386,0.9424,0.7844,0.664,0.4623,0.3917,0.1666,0.1208,0.0847,0
IPI00385095.1,0.9999,0.978,0.8504,0.8855,0.8929,0.6722,0.5343,0.3851,0.3902,0.2127,0
IPI00385324.9,0.9999,1.0414,1.2152,0.8184,0.6676,0.2569,0.1936,0.1083,0.151,0.1057,0
IPI00386314.1,0.9999,1.0851,1.0451,0.9158,0.6321,0.236,0.1144,0.0938,0.0708,0.043,0
IPI00386320.3,0.9999,0.8593,0.8209,0.9864,0.9009,0.9319,0.8642,0.8523,0.8332,0.7037,0
IPI00386642.2,0.9999,1.0843,0.9183,0.8668,0.8113,0.6085,0.3973,0.303,0.2307,0.1616,0
IPI00386876.2,0.9999,1.0454,0.9808,0.9061,0.7831,0.6343,0.3585,0.2194,0.2168,0.0832,0
IPI00387159.3,0.9999,1.006,0.9432,0.8201,0.759,0.5176,0.4603,0.3973,0.3871,0.2956,0
IPI00394718.1,0.9999,2.3087,1.1997,1.018,1.1157,1.0431,0.9941,0.9461,1.1533,1.016,0
IPI00394815.4,0.9999,1.0603,1.1753,0.9816,0.8901,0.675,0.4953,0.3861,0.286,0.1592,0
IPI00395596.2,0.9999,1.0549,0.8708,0.7562,0.7478,0.4745,0.3571,0.2536,0.1834,0.1178,0
IPI00395631.3,0.9999,0.9621,0.9031,0.7515,0.4982,0.332,0.2126,0.148,0.1741,0.1338,0
IPI00395702.1,0.9999,0.7219,0.6223,0.4751,0.3859,0.1703,0.0996,0.1075,0.0719,0.0716,0
IPI00395878.2,0.9999,1.0507,1.3798,1.1889,1.3126,1.3261,1.1029,1.0233,0.8395,0.7762,0
IPI00396077.4,0.9999,0.8245,0.6722,0.6085,0.5237,0.4909,0.239,0.1409,0.0813,0.0651,0
IPI00396310.5,0.9999,0.8963,0.9198,0.7586,0.5989,0.5058,0.4219,0.3794,0.3495,0.328,0
IPI00396329.1,0.9999,1.2001,1.0963,0.5743,0.5224,0.1511,0.1052,0.0532,0.0516,0.0764,0
IPI00396391.8,0.9999,1.2985,1.0666,0.737,0.535,0.3459,0.2678,0.2736,0.1852,0.2025,0
IPI00396656.3,0.9999,1.1078,0.9679,0.9212,0.8277,0.6188,0.6122,0.6027,0.6259,0.4314,0
IPI00396662.2,0.9999,0.604,0.3663,0.2089,0.1625,0.0547,0.0397,0.0365,0.0351,0.0247,0
IPI00397229.4,0.9999,1.1077,0.9532,0.8576,0.8237,0.7591,0.4574,0.3799,0.4157,0.3438,0
IPI00397474.1,0.9999,1.0637,0.9301,0.659,0.5014,0.3181,0.1764,0.1479,0.1258,0.0844,0
IPI00397702.6,0.9999,1.0909,0.9926,1.1224,0.9,0.6695,0.9597,0.8232,0.8855,0.7253,0
IPI00397860.3,0.9999,0.8263,1.017,0.8117,0.7063,0.6881,0.3216,0.2691,0.241,0.3374,0
IPI00398007.1,0.9999,0.6824,0.3446,0.1957,0.1505,0.0903,0.045,0.0502,0.0458,0.0317,0
IPI00398082.1,0.9999,0.9179,0.8302,0.7033,0.6291,0.5378,0.3178,0.3251,0.257,0.2173,0
IPI00398725.1,0.9999,0.8042,0.9758,0.7512,0.6503,0.5537,0.451,0.3762,0.3546,0.2793,0
IPI00398982.1,0.9999,1.7885,0.7298,0.6057,0.6358,0.3975,0.2961,0.2187,0.2775,0.2262,0
IPI00400812.5,0.9999,0.7817,0.7108,0.6763,0.6005,0.4165,0.2672,0.1936,0.1688,0.1184,0
IPI00400824.1,0.9999,1.0339,0.9393,0.8948,0.7783,0.6789,0.4758,0.3625,0.3518,0.2795,0
IPI00400948.2,0.9999,0.8518,0.7393,0.6799,0.6163,0.5107,0.3622,0.329,0.24,0.2642,0
IPI00401015.4,0.9999,1.0958,1.0966,1.1007,1.0044,0.8974,0.6153,0.6151,0.3759,0.3554,0
IPI00401151.6,0.9999,0.8697,0.8869,0.8193,0.7448,0.547,0.1896,0.1989,0.1765,0.1185,0
IPI00401194.5,0.9999,1.2077,0.874,0.7078,0.6877,0.5398,0.3067,0.2822,0.2258,0.0845,0
IPI00401285.1,0.9999,0.9323,1.0354,1.0414,0.9296,0.8209,0.7236,0.6547,0.728,0.5504,0
IPI00401902.1,0.9999,1.0419,0.9289,0.6492,0.3755,0.1447,0.0975,0.081,0.0738,0.0515,0
IPI00401940.4,0.9999,0.9517,1.0484,1.0399,0.8092,0.6507,0.3404,0.2507,0.1978,0.171,0
IPI00401990.2,0.9999,0.371,1.1709,0.4165,0.8111,0.1266,0.1046,0.0526,0.264,0.0942,0
IPI00402107.3,0.9999,0.9594,0.9849,0.8273,0.8229,0.5497,0.4483,0.3459,0.4274,0.2481,0
IPI00402299.4,0.9999,0.905,0.6305,0.424,0.3979,0.26,0.1625,0.1611,0.1187,0.1154,0
IPI00402375.4,0.9999,0.9331,0.9292,0.791,0.5568,0.2326,0.1322,0.1162,0.1053,0.0799,0
IPI00409607.3,0.9999,1.5772,1.2722,0.9767,0.2667,0.0068,0.0192,0.0284,0.0365,0.0223,0
IPI00410096.1,0.9999,1.1294,0.9545,0.8832,0.5527,0.1493,0.0786,0.0631,0.0352,0.0434,0
IPI00410192.3,0.9999,0.8777,0.6385,0.4465,0.3762,0.2653,0.2068,0.1409,0.1302,0.0566,0
IPI00410237.4,0.9999,1.0338,1.0062,0.9549,0.8969,0.738,0.7764,0.7307,0.7353,0.4762,0
IPI00410255.4,0.9999,1.0454,0.9143,0.8519,0.7435,0.3858,0.2116,0.1495,0.1307,0.0979,0
IPI00410284.6,0.9999,1.2176,1.3182,1.3021,1.1631,0.9758,0.966,0.8942,0.9,0.7008,0
IPI00410331.2,0.9999,0.9258,0.8578,0.9318,0.9083,0.8048,0.655,0.6789,0.7017,0.4578,0
IPI00410402.3,0.9999,1.0053,0.7644,0.5218,0.353,0.1541,0.1115,0.0977,0.0749,0.0641,0
IPI00410487.3,0.9999,0.9671,1.0189,1.0568,0.8943,0.8039,0.7189,0.6981,0.6041,0.4776,0
IPI00410588.2,0.9999,25.6994,0.5355,0.9497,0.4975,0.405,0.2171,0.1682,0.1112,0.1264,0
IPI00410625.5,0.9999,0.814,0.6784,0.5513,0.4097,0.2759,0.1585,0.1311,0.0856,0.1427,0
IPI00411520.1,0.9999,0.9143,0.7097,0.4455,0.3579,0.2124,0.1555,0.1989,0.1167,0.1128,0
IPI00411674.7,0.9999,0.601,0.6404,0.4833,0.9009,0.66,0.2554,0.0941,0.0953,0.0784,0
IPI00411705.2,0.9999,0.8828,0.9427,0.8813,0.6098,0.3649,0.157,0.1251,0.1311,0.1188,0
IPI00411753.1,0.9999,0.9082,0.8434,0.7893,0.5983,0.5042,0.2899,0.1728,0.1397,0.1,0
IPI00411816.3,0.9999,1.4301,1.3912,0.7896,0.5597,0.2585,0.2163,0.1608,0.138,0.1339,0
IPI00411827.4,0.9999,1.0753,0.8154,0.5854,0.3005,0.0755,0.0419,0.0515,0.0697,0.0366,0
IPI00412214.5,0.9999,0.7866,0.4999,0.3127,0.2529,0.1158,0.0718,0.0586,0.0311,0.0548,0
IPI00412343.2,0.9999,1.3948,1.4811,1.4533,1.2232,0.6807,0.474,0.3522,0.4106,0.2778,0
IPI00412433.1,0.9999,1.0212,1.0801,1.1227,1.0492,1.1012,1.1081,1.1401,1.1391,1.0055,0
IPI00412650.1,0.9999,1.0089,0.6929,0.6941,0.455,0.3415,0.2308,0.2272,0.1767,0.1129,0
IPI00412878.1,0.9999,1.0036,1.0618,0.8895,0.925,0.7719,0.3486,0.2234,0.1755,0.1494,0
IPI00412982.3,0.9999,0.9088,0.8251,0.7819,0.7639,0.7419,0.5069,0.6246,0.5762,0.3682,0
IPI00413140.4,0.9999,1.1788,0.9071,0.6494,0.5424,0.3345,0.1698,0.1765,0.1495,0.1032,0
IPI00413142.1,0.9999,1.0097,0.6777,0.7865,0.4434,0.1426,0.1811,0.1467,0.0034,0.026,0
IPI00413436.2,0.9999,1.0844,0.8213,0.8327,0.775,0.5817,0.5492,0.5549,0.5489,0.4386,0
IPI00413500.4,0.9999,1.0262,0.9877,0.707,0.4956,0.3335,0.193,0.1266,0.1001,0.0776,0
IPI00413696.5,0.9999,1.0632,1.0097,0.9105,0.8495,0.7068,0.6088,0.5529,0.5818,0.4347,0
IPI00413778.7,0.9999,0.9108,1.0221,0.8145,0.7611,0.5793,0.4108,0.2842,0.2923,0.2144,0
IPI00413900.5,0.9999,0.4631,0.7982,0.437,1.8713,1.4625,0.5582,0.2854,1.1554,0.3287,0
IPI00413939.3,0.9999,1.0514,0.9485,0.809,0.6336,0.4073,0.2458,0.1215,0.0883,0.0768,0
IPI00414038.1,0.9999,0.7625,0.6366,0.9383,0.6781,0.5123,0.2452,0.0711,0.0235,0.0283,0
IPI00414315.8,0.9999,0.9616,0.8627,0.8161,0.6924,0.5059,0.3317,0.2794,0.1731,0.1562,0
IPI00414410.2,0.9999,1.1044,1.1688,0.8437,0.6731,0.4451,0.2737,0.2343,0.1969,0.2117,0
IPI00414668.4,0.9999,1.2273,0.7438,0.6148,0.45,0.2862,0.109,0,0.0401,0.0177,0
IPI00414717.1,0.9999,0.9871,1.1189,1.017,0.8716,0.8282,0.697,0.7421,0.5784,0.4417,0
IPI00414779.1,0.9999,0.9225,0.9838,0.917,0.9272,0.8204,0.5551,0.5168,0.3904,0.3515,0
IPI00414878.4,0.9999,0.9727,1.0505,1.3494,1.198,1.1872,1.1406,1.075,0.8949,0.8433,0
IPI00415054.4,0.9999,0.7202,0.7465,0.5524,0.5625,0.4041,0.2729,0.2194,0.12,0.1458,0
IPI00418194.3,0.9999,0.8755,0.962,0.8319,0.4284,0.1321,0.0721,0.0651,0.0563,0.0424,0
IPI00418229.1,0.9999,0.8263,0.5449,0.4182,0.3205,0.2082,0.1478,0.1267,0.0883,0.0796,0
IPI00418238.1,0.9999,0.937,0.7749,0.5574,0.3343,0.1586,0.1045,0.0904,0.0666,0.0372,0
IPI00418248.2,0.9999,1.1163,0.9226,0.7148,0.3605,0.0906,0.0485,0.0448,0.055,0.0435,0
IPI00418254.3,0.9999,0.8713,0.8753,0.6584,0.5262,0.3614,0.2682,0.2049,0.165,0.1455,0
IPI00418290.1,0.9999,0.839,0.621,0.4759,0.3575,0.2059,0.1393,0.121,0.112,0.0836,0
IPI00418931.1,0.9999,0.9933,0.797,0.76,0.6436,0.4471,0.8402,0.4543,0.4178,0.3728,0
IPI00419100.2,0.9999,0.8203,0.8364,0.5979,0.6036,0.4542,0.2519,0.1999,0.2141,0.1546,0
IPI00419111.2,0.9999,0.8645,0.884,0.7933,0.8984,0.7738,0.551,0.6047,0.4808,0.4638,0
IPI00419215.5,0.9999,1.288,0.9513,0.8574,0.8638,0.6892,0.3268,0.3166,0.2073,0.17,0
IPI00419939.3,0.9999,0.607,0.7644,0.8402,0.5774,0.8407,0.4898,0.4258,0.3,0.2648,0
IPI00422254.4,0.9999,1.024,0.9828,0.8073,0.6828,0.367,0.3934,0.2418,0.1463,0.0945,0
IPI00423568.1,0.9999,0.9375,0.9363,0.835,0.7827,0.6143,0.3718,0.2772,0.2177,0.18,0
IPI00425378.2,0.9999,1.1714,1.1431,0.7649,0.7229,0.9137,0.4738,0.4037,0.4276,0.3659,0
IPI00427501.1,0.9999,0.9705,0.8536,0.9018,0.8234,0.5778,0.241,0.3697,0.2579,0.1788,0
IPI00429178.4,0.9999,0.9637,1.006,0.9596,0.8335,0.5171,0.1867,0.1006,0.0904,0.0664,0
IPI00429190.4,0.9999,1.0187,1.2043,0.9935,1.1508,0.9752,0.6194,0.6719,0.595,0.3618,0
IPI00429633.6,0.9999,1.0729,0.8693,0.6147,0.4112,0.1975,0.1377,0.1921,0.0837,0.2317,0
IPI00430439.2,0.9999,0.9329,0.9951,0.774,0.8102,0.6738,0.526,0.4797,0.5103,0.3572,0
IPI00431697.1,0.9999,0.9847,1.0585,1.0316,0.9285,0.7306,0.4237,0.3422,0.2323,0.1692,0
IPI00432718.2,0.9999,0.9687,0.9595,0.9339,0.8573,0.7267,0.5727,0.5112,0.3796,0.1596,0
IPI00434706.1,0.9999,1.0185,0.8962,0.8615,0.6848,0.505,0.4632,0.4271,0.3135,0.1903,0
IPI00438212.3,0.9999,0.9686,0.9168,0.5742,0.3043,0.131,0.0833,0.0753,0.0627,0.056,0
IPI00440693.4,0.9999,0.9632,0.9482,1.0453,0.9314,0.8001,0.5043,0.4799,0.31,0.2597,0
IPI00441959.1,0.9999,1.2646,0.9901,0.9111,0.7081,0.3989,0.1703,0.1506,0.0854,0.0762,0
IPI00442261.2,0.9999,1.0205,1.0092,1.1826,0.8847,0.6309,0.2704,0.1284,0.0761,0.1161,0
IPI00442274.3,0.9999,1.0419,0.8759,0.9115,1.0476,0.7287,0.5671,0.4997,0.2907,0.1745,0
IPI00442304.1,0.9999,1.2371,1.0128,1.0169,1.1777,0.8018,1.2183,1.1586,1.0669,0.779,0
IPI00444172.2,0.9999,0.8639,0.9629,0.8224,0.6859,0.5272,0.3859,0.3458,0.2569,0.187,0
IPI00446798.1,0.9999,0.8664,1.0138,0.993,0.9418,0.8986,0.7597,0.7726,0.7005,0.5675,0
IPI00449132.1,0.9999,1.224,0.9645,0.6803,0.381,0.1845,0.1815,0.1752,0.1812,0.1283,0
IPI00455423.4,0.9999,0.9703,0.8043,0.8702,0.827,0.6083,0.4968,0.3947,0.3961,0.2366,0
IPI00455444.1,0.9999,0.8052,0.8599,0.6503,0.5722,0.4879,0.326,0.2543,0.1569,0.1494,0
IPI00455623.4,0.9999,0.8797,0.8565,0.6167,0.4396,0.3301,0.2135,0.1827,0.1696,0.1337,0
IPI00455731.1,0.9999,0.9549,0.8391,0.8002,0.7054,0.5444,0.2745,0.2467,0.161,0.1513,0
IPI00455835.1,0.9999,0.7758,0.5579,0.4507,0.3244,0.1766,0.0997,0.0782,0.0595,0.049,0
IPI00455852.2,0.9999,1.4199,0.9234,0.9528,0.5895,0.2863,0.2263,0.0841,0.078,0.07,0
IPI00456157.5,0.9999,1.1096,0.8727,0.8453,0.475,0.1438,0.0492,0.0321,0.0155,0.0071,0
IPI00456694.2,0.9999,0.8353,0.8178,0.5563,0.4746,0.3544,0.0809,0.0938,0,0.0452,0
IPI00456707.1,0.9999,0.6372,0.4948,0.3077,0.2304,0.139,0.0333,0.0496,0.0304,0.0308,0
IPI00456737.3,0.9999,0.9264,1.1783,0.8741,0.8262,0.4767,0.3869,0.2059,0.1374,0.0634,0
IPI00464990.1,0.9999,1.0078,0.9225,0.808,0.72,0.4824,0.2889,0.3201,0.2505,0.2342,0
IPI00465040.3,0.9999,0.9439,0.9361,0.8658,0.8461,0.4021,0.2774,0.2793,0.2028,0.1524,0
IPI00465101.5,0.9999,1.0198,1.0079,0.9069,0.8892,0.7075,0.3174,0.1249,0.0951,0.083,0
IPI00465176.2,0.9999,1.2598,1.3439,0.9947,0.7026,0.4063,0.2733,0.2305,0.2204,0.1722,0
IPI00465186.3,0.9999,1.0299,0.9739,0.8276,0.7099,0.4929,0.3178,0.2574,0.2385,0.1837,0
